,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
889710,Marattia calliodous de Vriese,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana salicina (Sm.) Murdock,Ptisana salicina (Sm.) Murdock
889711,Marattia cuneiformis de Vriese,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia (Bory) ined.
889712,Marattia macrophylla de Vriese,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia (Bory) ined.
889714,Marattia sorbifolia (Bory) Sw.,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia (Bory) ined.
889716,Myriotheca sorbifolia Bory,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia (Bory) ined.
889733,Danaea quebradensis Christenh.,Danaea lucens A.Rojas,Danaea lucens A.Rojas,Danaea lucens A.Rojas,Danaea lucens A.Rojas,Danaea quebradensis Christenh.,Danaea quebradensis Christenh.
889838,Botrychium onondagense Underw.,Botrychium lunaria var. lunaria,Botrychium lunaria var. lunaria,Botrychium lunaria (L.) Sw.,Botrychium lunaria (L.) Sw.,Botrychium onondagense Underw.,Botrychium onondagense Underw.
889956,Ophioglossum ammophilum C.D.Adams,Ophioglossum gomezianum Welw. ex A.Braun,Ophioglossum gomezianum Welw. ex A.Braun,Ophioglossum gomezianum Welw. ex A.Braun,Ophioglossum gomezianum Welw. ex A.Braun,Ophioglossum ammophilum C.D.Adams,Ophioglossum ammophilum C.D.Adams
890158,Trichomanes latipinnulata Bonap.,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes boivinii Bosch,Trichomanes boivinii Bosch
890159,Trichomanes cornutum C.Chr.,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes boivinii Bosch,Trichomanes boivinii Bosch
890160,Trichomanes boivinii Bosch,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes boivinii Bosch,Trichomanes boivinii Bosch
890193,Gleichenia linearis var. tetraphylla Rosenst.,Dicranopteris taiwanensis Ching & Chiu,Dicranopteris taiwanensis Ching & Chiu,Dicranopteris taiwanensis Ching & Chiu,Dicranopteris taiwanensis Ching & Chiu,Dicranopteris tetraphylla (Rosenst.) C.M.Kuo,Dicranopteris tetraphylla (Rosenst.) C.M.Kuo
890246,Hymenophyllum asperulum Kunze,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum asperulum Kunze,Hymenophyllum asperulum Kunze
890247,Hymenophyllum fucoides var. frigidum Liebm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum cordobense (Hieron.) C.Larsen & Arana,Hymenophyllum cordobense (Hieron.) C.Larsen & Arana
890250,Hymenophyllum tunbrigense var. asperulum (Kunze) Diem & J.S.Licht.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum asperulum Kunze,Hymenophyllum asperulum Kunze
890265,Hymenophyllum platylobum Bosch,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum platylobum Bosch,Hymenophyllum platylobum Bosch
890266,Hymenophyllum producens Fée,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.
890476,Vittaria lunulata Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica (Roxb.) Wall. ex Hieron.
890478,Lindsaea scandens Hook.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Lindsaea scandens Hook.,Lindsaea scandens Hook.
890479,Vittaria parasitica Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica (Roxb.) Wall. ex Hieron.
890480,Lindsaea bipinnata Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica (Roxb.) Wall. ex Hieron.
890501,Sphenomeris gracilis (Tagawa) Sa.Kurata,Odontosoria chinensis subsp. chinensis,Odontosoria chinensis subsp. chinensis,Odontosoria chinensis subsp. chinensis,Odontosoria chinensis (L.) J.Sm.,Odontosoria gracilis (Tagawa) Ralf Knapp,Odontosoria gracilis (Tagawa) Ralf Knapp
890570,Dicksonia recognita Kunze,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia obtusifolia (Willd.) T.Moore,Dennstaedtia obtusifolia (Willd.) T.Moore
891139,Osmunda piresii Brade,Osmunda spectabilis Willd.,Osmunda spectabilis Willd.,Osmunda spectabilis Willd.,Osmunda spectabilis Willd.,Osmunda piresii Brade,Osmunda piresii Brade
891159,Hymenophyllum daedaleum Blume,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.
891160,Hymenophyllum erosum Blume,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.
891162,Hymenophyllum micranthum Bosch,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.
891184,Hymenophyllum okadae Masam.,Hymenophyllum barbatum (Bosch) Baker,Hymenophyllum barbatum (Bosch) Baker,Hymenophyllum barbatum (Bosch) Baker,Hymenophyllum barbatum (Bosch) Baker,Hymenophyllum okadae Masam.,Hymenophyllum okadae Masam.
891340,Lindsaea alexandri var. bipinnata Hillebr.,Asplenium dielerectum Viane,Asplenium dielerectum Viane,Asplenium dielerectum Viane,Asplenium dielerectum Viane,Lindsaea knudsenii Hillebr.,Lindsaea knudsenii Hillebr.
891380,Anemia cornea Prantl,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia humilis (Cav.) Sw.,Anemia humilis (Cav.) Sw.
891381,Anemia humilis (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia humilis (Cav.) Sw.,Anemia humilis (Cav.) Sw.
891382,Anemia oblongifolia var. humilis (Cav.) Baker,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia humilis (Cav.) Sw.,Anemia humilis (Cav.) Sw.
891385,Anemia pilosa M.Martens & Galeotti,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia humilis (Cav.) Sw.,Anemia humilis (Cav.) Sw.
891386,Anemia presliana Prantl,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia presliana Prantl,Anemia presliana Prantl
891388,Anemia seemannii Hook.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia humilis (Cav.) Sw.,Anemia humilis (Cav.) Sw.
891389,Osmunda humilis Cav.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia humilis (Cav.) Sw.,Anemia humilis (Cav.) Sw.
891473,Hymenophyllum merrillii Christ,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum merrillii Christ,Hymenophyllum merrillii Christ
891480,Meringium merrillii (Christ) Copel.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum merrillii Christ,Hymenophyllum merrillii Christ
891488,Hymenophyllum fimbriatum J.Sm. ex Hook.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum fimbriatum J.Sm. ex Hook.,Hymenophyllum fimbriatum J.Sm. ex Hook.
891496,Mecodium fimbriatum (J.Sm. ex Hook.) Copel.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum fimbriatum J.Sm. ex Hook.,Hymenophyllum fimbriatum J.Sm. ex Hook.
891512,Hymenophyllum latifolium (Copel.) C.V.Morton,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.
891513,Meringium latifolium Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.
891566,Trichomanes obtusum (Copel.) C.V.Morton,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum Hook. & Arn.,Trichomanes maximum Blume,Trichomanes maximum Blume
891577,Hymenophyllum megachilum C.Presl,Hymenophyllum peltatum (Poir.) Desv.,Hymenophyllum peltatum (Poir.) Desv.,Hymenophyllum peltatum (Poir.) Desv.,Hymenophyllum peltatum (Poir.) Desv.,Hymenophyllum megachilum C.Presl,Hymenophyllum megachilum C.Presl
891598,Hymenophyllum cuneatum var. calyciforme E.D.Br.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum calyciforme (E.D.Br.) ined.,Hymenophyllum calyciforme (E.D.Br.) ined.
891613,Hymenophyllum sturmii Bosch,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum sturmii Bosch,Hymenophyllum sturmii Bosch
891616,Hymenophyllum viridissimum Fée,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum viridissimum Fée,Hymenophyllum viridissimum Fée
891729,Hymenophyllum pulchrum Copel.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum pachydermicum Ces.,Hymenophyllum pachydermicum Ces.
891733,Meringium pulchrum (Copel.) Copel.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum pachydermicum Ces.,Hymenophyllum pachydermicum Ces.
891974,Alsophila stipularis Christ,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea stipularis (Christ) Domin,Cyathea stipularis (Christ) Domin
891975,Alsophila trichiata Maxon,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea trichiata (Maxon) Domin,Cyathea trichiata (Maxon) Domin
891982,Trichipteris trichiata (Maxon) R.M.Tryon,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea trichiata (Maxon) Domin,Cyathea trichiata (Maxon) Domin
892492,Asplenium cuneatum var. caripense Klotzsch,Asplenium cuneatum Lam.,Asplenium cuneatum Lam.,Asplenium cuneatum Lam.,Asplenium cuneatum Lam.,Asplenium caripense (Klotzsch) E.Fourn.,Asplenium caripense (Klotzsch) E.Fourn.
892619,Asplenium elongatum Salisb.,Asplenium scolopendrium subsp. scolopendrium,Asplenium scolopendrium subsp. scolopendrium,Asplenium scolopendrium subsp. scolopendrium,Asplenium scolopendrium L.,Asplenium scolopendrium L.,Asplenium scolopendrium L.
892654,Asplenium viride subsp. petrarchae (Guérin) Bonnier & Layens,Asplenium petrarchae subsp. petrarchae,Asplenium petrarchae subsp. petrarchae,Asplenium petrarchae subsp. petrarchae,Asplenium petrarchae (Guérin) DC.,Asplenium petrarchae (Guérin) DC.,Asplenium petrarchae (Guérin) DC.
892665,Asplenium adiantoides var. colensoi (Colenso) Hook.f.,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium hookerianum Colenso,Asplenium hookerianum Colenso
892666,Asplenium colensoi Colenso,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium hookerianum Colenso,Asplenium hookerianum Colenso
892725,Asplenium polyodon var. squamulosum (C.Chr.) R.A.Rodr.,Asplenium praemorsum Sw.,Asplenium praemorsum Sw.,Asplenium praemorsum Sw.,Asplenium praemorsum Sw.,Asplenium decurrens Willd.,Asplenium decurrens Willd.
892949,Trichipteris maguirei R.M.Tryon,Cyathea williamsii Domin,Cyathea williamsii Domin,Cyathea williamsii Domin,Cyathea williamsii Domin,Cyathea maguirei (R.M.Tryon) Lehnert,Cyathea maguirei (R.M.Tryon) Lehnert
893293,Cryptogramma crispa f. americana Hook.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa subsp. crispa,Cryptogramma crispa (L.) R.Br.
893294,Cryptogramma crispa var. japonica Miyabe & Kudô,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa subsp. crispa,Cryptogramma crispa (L.) R.Br.
893304,Pteris tenuifolia Lam.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa subsp. crispa,Cryptogramma crispa (L.) R.Br.
893305,Stegania onocleoides Gray,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa (L.) R.Br.,Cryptogramma crispa subsp. crispa,Cryptogramma crispa (L.) R.Br.
893502,Asplenium matsumurae Christ,Asplenium serricula Fée,Asplenium serricula Fée,Asplenium serricula Fée,Asplenium serricula Fée,Asplenium matsumurae Christ,Asplenium matsumurae Christ
893827,Athyrium expansum (Willd.) T.Moore,Diplazium caudatum (Cav.) Jermy,Diplazium caudatum (Cav.) Jermy,Diplazium caudatum (Cav.) Jermy,Diplazium caudatum (Cav.) Jermy,Diplazium expansum Willd.,Diplazium expansum Willd.
893880,Phyllitis brasiliensis var. ambigua (Raddi) Luetzelb.,Diplazium cristatum (Desr.) Alston,Diplazium cristatum (Desr.) Alston,Diplazium cristatum (Desr.) Alston,Diplazium cristatum (Desr.) Alston,Diplazium ambiguum Raddi,Diplazium ambiguum Raddi
894089,Woodsia brandtii Franch. & Sav.,Woodsia polystichoides D.C.Eaton,Woodsia polystichoides D.C.Eaton,Woodsia polystichoides D.C.Eaton,Woodsia polystichoides D.C.Eaton,Woodsia macrochlaena Mett. ex Kuhn,Woodsia macrochlaena Mett. ex Kuhn
894336,"Athyrium × reichsteinii subsp. microderris Rasbach, Reichst. & Schneller",Athyrium × reichsteinii Schneller & Rasbach,Athyrium × reichsteinii Schneller & Rasbach,Athyrium × reichsteinii Schneller & Rasbach,Athyrium × reichsteinii Schneller & Rasbach,"Athyrium × reichsteinii subsp. microderris Rasbach, Reichst. & Schneller",Athyrium × reichsteinii Schneller & Rasbach
894337,"Athyrium × reichsteinii subsp. praetermissum Rasbach, Reichst. & Schneller",Athyrium × reichsteinii Schneller & Rasbach,Athyrium × reichsteinii Schneller & Rasbach,Athyrium × reichsteinii Schneller & Rasbach,Athyrium × reichsteinii Schneller & Rasbach,"Athyrium × reichsteinii subsp. praetermissum Rasbach, Reichst. & Schneller",Athyrium × reichsteinii Schneller & Rasbach
894638,Blechnum meridense (Klotzsch) Mett.,Blechnum meridense Klotzsch,Blechnum meridense Klotzsch,Blechnum meridense Klotzsch,Blechnum meridense Klotzsch,Blechnum acutum (Desv.) Mett.,Blechnum acutum (Desv.) Mett.
895130,Didymochlaena dimidiata Kunze,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena dimidiata Kunze,Didymochlaena dimidiata Kunze
895133,Didymochlaena sinuosa Desv.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena sinuosa Desv.,Didymochlaena sinuosa Desv.
895135,Diplazium pulcherrimum Raddi,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena sinuosa Desv.,Didymochlaena sinuosa Desv.
895136,Monochlaena sinuosa (Desv.) Gaudich.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena sinuosa Desv.,Didymochlaena sinuosa Desv.
895139,Didymochlaena lunulata var. dimidiata (Kunze) Kuhn,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena truncatula (Sw.) J.Sm.,Didymochlaena dimidiata Kunze,Didymochlaena dimidiata Kunze
895315,Nephrodium rigidum subsp. pallidum (Bory) Arcang.,Dryopteris pallida subsp. pallida,Dryopteris pallida subsp. pallida,Dryopteris pallida subsp. pallida,Dryopteris pallida (Bory) Maire & Petitm.,Dryopteris pallida (Bory) Maire & Petitm.,Dryopteris pallida (Bory) Maire & Petitm.
895317,Dryopteris villarii subsp. pallida (Bory) Heywood,Dryopteris pallida subsp. pallida,Dryopteris pallida subsp. pallida,Dryopteris pallida subsp. pallida,Dryopteris pallida (Bory) Maire & Petitm.,Dryopteris pallida (Bory) Maire & Petitm.,Dryopteris pallida (Bory) Maire & Petitm.
895319,Nephrodium pallidum Bory,Dryopteris pallida subsp. pallida,Dryopteris pallida subsp. pallida,Dryopteris pallida subsp. pallida,Dryopteris pallida (Bory) Maire & Petitm.,Dryopteris pallida (Bory) Maire & Petitm.,Dryopteris pallida (Bory) Maire & Petitm.
895454,Polystichum subapiciflorum Hayata,Polystichum biaristatum (Blume) T.Moore,Polystichum biaristatum (Blume) T.Moore,Polystichum biaristatum (Blume) T.Moore,Polystichum biaristatum (Blume) T.Moore,Polystichum subapiciflorum Hayata,Polystichum subapiciflorum Hayata
895481,Polystichum pseudodeltodon Tagawa,Polystichum deltodon (Baker) Diels,Polystichum deltodon (Baker) Diels,Polystichum deltodon (Baker) Diels,Polystichum deltodon (Baker) Diels,Polystichum pseudodeltodon Tagawa,Polystichum pseudodeltodon Tagawa
895510,Aspidium nitidulum Wall. ex Kuhn,Dryopteris yoroii Seriz.,Dryopteris yoroii Seriz.,Dryopteris yoroii Seriz.,Dryopteris yoroii Seriz.,Dryopteris sinonepalensis Z.Y.Zuo & Fraser-Jenk.,Dryopteris sinonepalensis Z.Y.Zuo & Fraser-Jenk.
895569,Arachniodes foeniculacea Ching,Arachniodes coniifolia (T.Moore) Ching,Arachniodes coniifolia (T.Moore) Ching,Arachniodes coniifolia (T.Moore) Ching,Arachniodes coniifolia (T.Moore) Ching,Arachniodes foeniculacea Ching,Arachniodes foeniculacea Ching
895828,Polystichum subobliquum Tagawa,Polystichum obliquum (D.Don) T.Moore,Polystichum obliquum (D.Don) T.Moore,Polystichum obliquum (D.Don) T.Moore,Polystichum obliquum (D.Don) T.Moore,Polystichum subobliquum Tagawa,Polystichum subobliquum Tagawa
895905,Dryopteris strigosa (Willd.) C.Chr.,Ctenitis crinita (Poir.) Ching,Ctenitis crinita (Poir.) Ching,Ctenitis crinita (Poir.) Ching,Ctenitis crinita (Poir.) Ching,Thelypteris strigosa (Willd.) Tardieu,Thelypteris strigosa (Willd.) Tardieu
